wid,url,Arts,Business,Computers,Games,Health,Home,Kids_and_Teens,News,Recreation,Reference,Science,Shopping,Society,Sports
732083,www.ch3.dk,0,0,1,0,0,0,0,0,0,0,0,0,0,0
877333,www.calgaryroughnecks.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1
744187,www.opendoorsuk.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357667,www.drhertrich.de,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82583,www.atlet.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
374482,www.ringcon.de,0,0,0,0,0,0,0,0,1,0,0,0,1,0
494124,www.carouseltheatre.ca,1,0,0,0,0,0,1,0,1,0,0,0,0,0
219275,www.pcacademy.it,1,0,1,0,0,0,0,0,0,0,0,0,0,0
200566,www.lovelymoda.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933027,www.guide2hautemontagne.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0
824381,www.coppermoose.com,0,1,0,0,0,1,0,0,0,0,0,1,0,0
817812,www.classicsunbeam.com,0,1,0,0,0,0,0,0,1,0,0,1,0,1
617303,www.arithon.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
701394,www.xcmag.com,0,0,0,0,0,0,0,1,1,0,0,0,0,1
306264,dako-media.liefert-es.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
841625,www.verahouse.org,0,0,0,0,0,1,0,0,0,0,0,0,1,0
272876,www.com-machine.co.jp,0,1,1,0,0,0,0,0,0,0,0,0,0,0
142810,www.nd.nl,0,0,0,0,0,0,0,1,0,0,0,0,1,0
851426,www.casa.ca,0,0,0,0,0,0,1,0,0,1,0,0,1,0
588004,www.bendigobank.com.au,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406976,www.goalunited.org,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20942,www.epo.gr,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456141,www.ifu-lued.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420451,www.onlinelupe.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
395090,www.thomas-bechtold-architekten.de,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83808,www.westerlundska.nu,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46438,www.neizrt.eu,0,1,0,0,0,1,0,0,0,0,1,0,0,0
839838,www.familieschange.ca,0,0,0,0,0,1,1,0,0,0,0,0,1,0
303930,ibf.visithp.jp,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306787,www.noctron.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47084,www.score.cz,0,0,1,1,0,0,0,0,0,0,0,0,0,0
782143,gravity.phy.umassd.edu,0,0,0,0,0,0,0,0,0,0,1,0,0,0
647577,ccpd.ucsf.edu,0,0,0,0,1,0,0,0,0,0,1,0,0,0
708717,www.britlinblue.com,0,0,0,0,0,1,0,0,1,0,0,1,0,0
191367,wedwillow.ru,0,0,1,0,0,0,0,0,0,0,0,0,0,0
800052,bouncingbearbotanicals.com,0,1,0,0,1,0,0,0,1,0,0,1,0,0
307995,www.xenoage.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0
850444,www.baiwan.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217340,www.gasparoli.it,1,1,0,0,0,0,0,0,0,0,0,0,0,0
424627,www.ahk-info.de,0,0,0,0,0,0,0,0,1,0,0,1,0,0
378358,www.asc.at,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83948,www.bth.se,0,1,1,0,0,0,0,0,0,1,1,0,1,0
11663,www.cgsec.co.th,0,1,0,0,0,0,0,0,0,0,0,0,0,0
907021,www.cloche.ch,1,0,0,0,0,0,0,0,1,0,0,1,0,0
535203,www.rabinc.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
132628,www.mercom.be,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345517,www.tierrettungmuenchen.de,0,0,0,0,1,0,0,0,1,0,0,0,1,0
483012,teachmedrums.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
921968,drome.ordremk.fr,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425682,www.supersailtour.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306824,www.ronnet.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
537805,www.diavena.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
111552,dsermaye.ankara.edu.tr,0,0,0,0,0,0,0,0,0,1,1,0,1,0
32321,www.pokimica.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0
547739,www.360tcs.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
34009,f13.ucoz.net,1,0,0,0,0,0,0,0,1,1,0,0,1,0
806128,www.malelo.com,0,1,1,0,0,0,0,0,0,0,0,1,0,0
130999,www.woda.com.pl,0,1,0,0,0,1,0,0,0,0,0,1,0,0
404761,sv-auersmacher.de,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779090,www.ecolsoc.org.au,0,0,0,0,0,0,0,0,0,0,1,0,1,0
551246,www.sharonpaper.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
779299,immunobiotec.com,0,1,0,0,1,0,0,0,0,0,1,0,0,0
414638,www.splash-flash.de,0,0,0,0,0,0,0,0,1,0,0,0,0,1
710293,www.library.yale.edu,0,0,1,0,0,0,0,0,0,1,1,0,0,0
55409,www.ascr.cz,0,0,0,0,1,0,0,0,0,0,0,0,0,0
791950,www.bbcdesigngroup.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0
511506,www.pilkington.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
767192,sgisouthbay.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54730,www.softball.cz,0,0,0,0,0,0,0,0,1,0,0,0,0,1
525188,www.martindalepharma.co.uk,0,1,0,0,1,0,0,0,0,0,1,0,0,0
39386,www.drietomanka.sk,1,0,0,0,0,0,0,0,1,0,0,0,0,0
569185,www.fhahomeloanmortgage.com,0,1,0,0,0,1,0,0,0,0,0,0,0,0
917406,www.lne.fr,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868461,www.elkofirstpres.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189912,www.ios.uran.ru,0,0,0,0,0,0,0,1,0,0,1,0,0,0
318646,www.rattenplatz.de,0,0,0,0,1,0,0,0,1,0,1,0,0,0
665367,www.dickpoetoyotasucks.com,0,1,0,0,0,0,0,0,0,0,0,1,1,0
147286,www.suzuki4wdclub.nl,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200316,www.mundobso.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
794682,www.hostingresolve.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337575,www.beta-hilfen.de,0,1,1,0,1,0,0,0,0,0,0,0,0,0
453763,english-language-service.net,0,1,0,0,0,0,0,0,0,1,0,0,0,0
660497,www.area62.org,0,0,0,0,1,0,0,0,1,1,0,0,1,0
142205,www.wo1.be,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832310,www.twolisteners.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0
162640,www.koenvandamme.be,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378041,www.theater-bielefeld.de,1,0,0,0,0,0,0,0,0,0,0,0,1,0
598008,www.coolight.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269731,www.sunyo-do.co.jp,0,1,0,0,0,0,0,0,0,0,0,1,0,0
769922,www.liverpoolfirstumc.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872346,www.columbusridesbikes.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
263029,nagasaki-koutairen.jp,0,0,0,0,0,0,1,0,0,0,0,0,0,1
193511,www.nak.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511052,www.journalofelectronicpublishing.org,1,0,0,0,0,0,0,0,0,1,0,0,0,0
324851,www.maximilians-brauwiesen.de,0,1,0,0,0,0,0,0,1,0,0,0,0,0
382240,www.sport-platzer.de,0,0,0,0,0,0,1,0,0,0,0,1,0,1
545222,www.concreteworks.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147323,www.v44.nl,0,0,0,0,0,0,0,0,1,0,0,0,1,0
520338,www.usatampa.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0
931064,www.actamedia.org,0,1,1,0,0,0,0,0,0,0,0,0,0,0
613568,www.tavve.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
190642,nlp.net.ru,0,1,0,0,1,0,0,0,0,0,1,0,1,0
912368,anciennes-49.xooit.fr,0,0,0,0,0,0,0,0,1,0,0,0,1,0
531101,carrickcontracting.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356009,www.laufstark-praxis.de,0,0,0,0,1,0,0,0,1,0,0,0,0,0
392058,www.indiaca-btsv.de,0,0,0,0,0,0,0,0,1,0,0,0,0,1
717181,www.musee-elise-rieuf.org,1,0,0,0,0,0,0,0,0,0,0,0,1,0
138563,www.cinekid.nl,1,0,0,0,0,0,1,0,1,0,0,0,0,0
247623,www.uniaks.it,0,0,0,0,0,0,0,0,0,0,0,0,0,1
560727,www.frisbeeguy.com,0,0,0,1,0,0,1,0,1,0,0,0,0,1
100444,www.mr-klinikken.dk,0,1,0,0,1,0,0,0,0,0,0,0,0,0
704569,www.flamingarrowcampground.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0
409280,www.dragonboat.ch,0,0,0,0,0,0,0,0,1,0,0,0,0,1
806231,www.halfpricecaraudio.com,0,0,0,0,0,0,0,0,1,0,0,1,0,0
579418,www.pkpconsult.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344630,www.mediator-coach-berlin.de,0,1,0,0,0,0,0,0,0,0,0,0,1,0
112227,food.sakarya.edu.tr,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208733,peru.op.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348474,gesuender-abnehmen.com,0,0,0,0,1,0,0,0,0,0,0,0,0,1
603907,www.ursamajor.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11239,www.thaiseopro.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
153618,www.tco93.nl,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885202,www.sombrero.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344821,www.efg-biberach.de,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572384,www.vhg-group.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
497221,duckent.tripod.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351255,www.eufic.org,0,0,0,0,1,0,0,0,0,1,1,0,0,0
77933,www.bion.no,0,0,0,0,0,0,0,0,0,0,1,0,1,0
502288,www.jlnick.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82344,www.ibl.se,1,1,0,0,0,0,0,0,0,0,0,0,0,0
859926,www.theconstructionattorney.com,0,1,0,0,0,0,0,0,0,0,0,0,1,0
378537,www.heinrich-heine-denkmal.de,1,0,0,0,0,0,0,0,0,1,0,0,1,0
478129,www.leisacollins.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800976,www.trutechtools.com,0,1,0,0,0,1,0,0,0,0,1,1,0,0
221900,www.oltremagazine.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328215,www.sloughis.de,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223100,www.pessrl.191.it,0,0,0,0,0,1,0,0,0,0,0,0,0,0
640866,nemesislrp.tripod.com,1,0,0,1,0,0,0,0,1,0,0,0,0,0
491305,www.pasiorgans.com,1,1,0,0,0,0,0,0,1,0,1,0,0,0
794533,marzena.com,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24359,www.manowar.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0
345119,region-west.kreisjugenddienst.de,0,0,0,0,0,0,1,0,0,0,0,0,1,0
766631,www.springcity.org,0,0,0,0,0,1,0,0,1,0,0,0,0,1
791013,www.ncsurveyors.com,0,1,0,0,0,0,0,0,1,1,0,0,1,0
716874,wesp-dhh.wi.gov,0,0,0,0,1,0,1,0,0,1,0,0,1,0
452053,www.alster-umzuege.de,0,1,0,0,0,1,0,0,0,0,0,0,0,0
712342,freerangelibrarian.com,0,0,0,0,0,0,0,0,0,1,0,0,1,0
527582,www.epotek.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
307585,www.ergosign.de,0,1,1,0,0,0,0,0,0,0,0,0,0,0
923936,www.annuaire-osteopathe.fr,0,0,0,0,1,0,0,0,0,0,0,0,0,0
618815,www.raqwe.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0
444220,www.schlosser.de,0,1,0,0,0,0,0,0,0,0,1,0,0,0
241959,www.nuraghesantuantine.it,0,0,0,0,0,0,0,0,1,1,0,0,0,0
301043,www.toylib.or.jp,0,1,0,0,0,0,1,0,1,0,0,0,1,0
135707,www.roelklaassen.nl,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354196,www.supervision-beratung.de,0,1,0,0,1,0,0,0,1,0,0,0,1,0
235151,www.salvatoremauro.it,1,0,0,0,0,0,0,0,0,0,0,0,0,0
572904,www.andhrapaper.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456224,www.philosophie.uni-bonn.de,0,0,0,0,0,0,0,0,0,1,1,0,1,0
659048,www.orthoaustin.com,0,0,0,0,1,0,0,0,0,0,0,0,0,1
724393,athletics.une.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,1
717109,www.firemuseummd.org,0,0,0,0,0,0,1,0,1,1,0,0,0,0
86276,www.digicom.nu,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158197,www.schaalx.nl,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16644,www.sistani.org,0,0,0,0,0,0,0,0,0,1,0,0,1,0
831785,www.kci.org,0,0,0,0,1,0,0,0,0,0,0,0,1,0
284086,miyazaki.lin.gr.jp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721542,aphea.org,0,0,0,0,0,1,1,0,0,0,0,0,1,0
301474,www.tcsw.tvac.or.jp,0,0,0,0,1,0,0,0,0,0,0,0,1,0
682484,www.jesuitvolunteers.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76252,ordhjelp.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0
542432,www.reli-a-flex.co.uk,0,1,0,0,0,0,0,0,0,0,1,0,0,0
853986,www.christianeducation.org.uk,0,0,0,0,0,0,0,0,0,1,0,0,1,0
253589,www.studioeggman.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
680420,northdurhamnature.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0
538761,www.cheeseburgerinparadise.com,0,0,0,0,0,0,0,0,1,0,0,1,0,0
928005,www.psy-montpellier-34.fr,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51118,www.thermoblock.cz,0,1,0,0,0,1,0,0,0,0,0,0,0,0
94691,www.midtjysk-kor.dk,1,0,0,0,0,0,0,0,0,0,0,0,1,0
824192,www.lmperformance.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
777167,www.nanoscribe.de,0,1,1,0,0,0,0,0,0,0,1,0,0,0
63772,www.esglesiacatolica.ad,0,0,0,0,0,1,0,0,0,0,0,0,1,0
98692,www.lm-frimenighed.dk,0,0,0,0,0,0,0,0,0,0,0,0,1,0
868426,www.christthekingpca.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484567,www.harmonize.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765189,www.ahavathsholom.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
608488,www.cadcentric.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97137,www.kajepleje.dk,0,1,0,0,1,0,0,0,0,0,0,0,0,0
565553,www.rigowall.com,0,1,0,0,0,1,0,0,0,0,0,0,0,0
642044,www.derianhouse.co.uk,0,0,0,0,1,0,1,0,0,0,0,0,1,0
450962,www.vohrerundvohrer.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
744704,sandiegosierraclub.org,0,0,0,0,0,0,0,0,1,0,0,0,1,0
710207,www.library.ucsb.edu,0,0,0,0,0,0,1,0,0,1,1,0,1,0
632491,ballstat.com,0,0,1,0,0,0,0,0,0,0,0,0,0,1
174445,medvolga.com,0,1,0,0,1,0,0,0,0,0,0,0,0,0
398630,www.stibbe.de,0,1,0,0,0,1,0,0,1,0,0,0,0,0
40163,basket.sk,0,0,0,0,0,0,0,1,0,0,0,0,0,1
747472,www.olgchs.org,0,0,0,0,0,0,1,0,0,0,0,0,1,0
920348,maree.info,0,0,0,0,0,0,0,0,1,1,0,0,0,0
77396,www.intrafish.no,0,1,0,0,0,0,0,1,0,0,1,0,0,0
732337,www.monaghangaa.ie,0,0,0,1,0,0,0,1,0,0,0,0,0,1
662006,www.md2020.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381412,www.bambuswelt.ch,0,0,0,0,0,1,0,0,0,0,0,1,0,0
96954,www.greve-privatskole.dk,0,0,0,0,0,0,1,0,0,0,0,0,0,0
737935,www.ipl.20m.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1
514220,www.creativeinvest.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
889033,www.imakarate.com,0,0,0,0,1,0,1,0,1,0,0,0,0,1
854397,www.fellowshipofisiscentral.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0
678459,www.andrewpeller.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
745757,www.orlandodiocese.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902724,www.empreinte-chocolat.be,0,0,0,0,0,0,0,0,0,0,0,1,0,0
341651,www.tierhilfe-fuerteventura.de,0,0,0,0,0,1,0,0,1,0,0,0,1,0
191901,oblacco.com,1,0,0,0,0,1,0,0,1,0,0,0,0,0
720803,www.jefferson.edu,0,0,0,0,1,0,0,0,0,1,1,0,1,0
307737,www.gratistraining.com,0,0,0,0,1,0,0,0,0,0,0,0,1,0
542024,www.gencline.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282706,www.nihondenka.co.jp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76879,www.valdresregnskap.no,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166463,www.raumena.com,0,1,0,0,0,0,0,0,0,0,0,1,0,0
727453,www.geog.ubc.ca,0,0,0,0,0,0,0,0,0,1,1,0,0,0
191643,www.moshiach.ru,0,0,0,0,0,0,0,0,0,1,0,0,1,0
533136,www.rohde-schuhe.de,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601085,www.nassco.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0
535819,www.acm.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
689916,www.mondesouterrain.fr,0,0,0,0,0,0,0,0,1,0,1,0,0,0
689610,havesunwilltravel.net,0,0,0,0,0,1,0,0,0,0,0,0,0,0
403357,www.ruf-hollage.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620191,www.jimbyrne.co.uk,0,1,1,0,0,0,0,0,0,1,0,0,1,0
548765,www.gerbertechnology.com,0,1,1,0,0,0,0,0,0,0,0,0,0,0
513965,www.vaeng.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0
651784,ccatcm.ca,0,0,0,0,1,0,0,0,0,1,0,0,0,0
289903,www.nakamuradc.co.jp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336116,www.mediation-steyerberg.de,0,1,0,0,0,0,0,0,0,0,0,0,1,0
669506,www.torchpublishing.com.au,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39516,www.frenky.sk,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73715,www.seisake.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0
295417,www.shizentai.com,0,0,0,0,1,0,0,0,0,0,0,0,0,0
540738,www.crouzet.com,0,1,1,0,0,0,0,0,0,0,1,0,0,0
714313,grephysics.net,0,0,0,0,0,0,0,0,0,1,1,0,0,0
220441,www.gruppoapi.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428632,www.schicksweg.de,0,1,0,0,0,0,0,0,0,0,0,0,0,0
900094,www.mediterranean-interiors.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0
805204,4women.com,0,0,0,0,1,0,0,0,0,0,0,1,0,0
553455,www.acle.org,1,0,0,0,0,0,1,0,0,0,0,0,1,0
782541,www.mindcontagion.org,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33879,kudsevdah-ljubljana.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15498,www.kurdistanmedia.com,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43959,www.guttler.hu,0,1,0,0,0,0,0,0,0,0,1,0,0,0
400801,www.bankhaus-jungholz.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906839,www.aeroport-sion.ch,0,1,0,0,0,0,0,0,1,0,0,0,0,0
912684,www.so-genealogie.fr,0,0,0,0,0,0,0,0,0,1,0,0,1,0
676686,www.iac.org,0,0,0,0,0,0,0,0,1,0,0,0,0,1
186470,arhangelskoe.su,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523056,www.unp.co.uk,1,1,0,0,0,0,0,1,0,0,0,0,0,0
32596,www.hellomagazin.rs,1,0,0,0,0,0,0,1,0,0,0,0,1,0
180668,www.biorezonans.ru,0,0,0,0,1,0,0,0,0,0,0,0,0,0
565633,www.logchips.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0
842382,www.royalrangersinternational.com,0,0,0,0,0,0,1,0,1,0,0,0,1,0
321989,www.weingut-hower.de,0,0,0,0,0,0,0,0,1,0,0,1,0,0
156885,cai.onroerenderfgoed.be,0,0,0,0,0,0,0,0,1,1,1,0,0,0
132614,www.afd-almere.nl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134534,www.chiropractiemaastricht.nl,0,0,0,0,1,0,0,0,0,0,0,0,0,0
637127,karigirl.com,0,0,1,0,0,0,0,0,0,0,1,0,0,0
243200,www.siuro.it,0,0,0,0,1,0,0,0,0,0,1,0,0,0
516247,www.nitininternational.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732193,www.cnil.fr,0,0,0,0,0,0,0,0,0,1,0,0,1,0
669295,baylorlariat.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373853,www.stefangruber.at,1,1,0,0,0,0,0,0,1,0,0,0,0,0
629386,www.ilovepdf.com,0,0,1,0,0,0,0,0,0,1,0,0,0,0
811608,www.sproutinghealth.com,0,1,1,0,1,0,0,0,0,0,0,1,0,0
764495,www.memorialpca.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405376,www.bfk-architekten.de,0,1,0,0,0,0,0,0,1,0,0,0,0,0
690416,www.arachnopets.com,0,0,0,0,0,1,0,0,1,1,1,1,0,0
317454,www.club-klassischer-alfa.de,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100893,www.teknologisk.dk,0,1,0,0,0,0,0,0,0,0,1,0,0,0
718329,www.ufp.uk.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0
502141,churchpayroll.com,0,1,0,0,0,0,0,0,0,0,0,0,1,0
346891,www.kfv-rnk.de,0,0,0,0,0,0,0,0,1,0,0,0,1,0
708128,www.georgetownbeer.com,0,1,0,0,0,0,0,0,1,0,0,1,0,0
100949,www.bioweb.dk,0,0,0,0,1,0,1,0,0,0,1,0,0,0
723214,www.riosalado.edu,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51979,www.secons.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
875971,www.twixpix.com,0,0,0,0,1,0,0,0,0,0,0,0,0,1
503584,www.brandever.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
669014,www.easternecho.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485257,passionsfans.proboards.com,0,0,0,0,0,1,0,1,0,0,0,0,0,0
880419,www.mtwarrenlanes.com.au,0,0,0,1,0,0,1,0,1,0,0,0,0,1
711193,www.myschoolhouse.com,0,0,0,0,0,1,1,0,0,1,1,0,0,0
620353,www.deltamobile.com,0,1,1,0,0,0,0,0,0,0,1,0,0,0
204376,www.sergiobelkin.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170315,topkabel.ru,0,1,1,0,0,0,0,0,0,0,0,1,0,0
85394,www.basket.se,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632540,www.keyboardexpress.com,0,0,1,0,0,0,0,0,1,0,0,0,0,0
359480,www.shg-ostwestfalen.de,0,0,0,0,1,0,0,0,0,0,0,0,1,0
759781,www.epannapolis.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0
871797,suzyfavorhamilton.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1
400370,www.starep.de,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26953,www.csvaran.ro,0,0,0,0,0,0,1,0,1,0,0,0,0,1
862313,oldbury.2day.uk,0,1,0,0,0,0,0,1,0,0,0,0,1,0
761823,www.lancers.com,0,0,0,0,0,0,0,0,1,0,0,0,0,1
292542,www.e-funabashi.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280947,www.waftec.jp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258772,www.lensorder4u.com,0,0,0,0,1,0,0,0,0,0,0,1,0,0
651980,www.nationalhypnotherapysociety.org,0,0,0,0,1,0,0,0,0,0,0,0,1,0
558013,www.raycomsports.com,0,1,0,0,0,0,0,1,0,0,0,0,0,1
806329,www.dennysantennaservice.com,0,1,0,0,0,1,0,0,0,0,0,1,0,0
133432,www.acqda.nl,0,1,1,0,0,0,0,0,0,0,0,0,1,0
65011,www.jazzbrasil.com.br,1,0,0,0,0,0,0,0,1,0,0,0,0,0
616436,pypgsql.sourceforge.net,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407091,www.oriley.de,0,0,0,1,0,0,0,0,0,0,0,0,0,0
926082,www.energie-richelieu.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449267,agentur-ritter.de,1,1,1,0,0,0,0,0,0,0,0,0,0,0
725215,www.sa.buffalo.edu,0,0,0,0,0,1,0,0,0,0,0,0,0,0
726950,www.clbc.cam.ac.uk,0,0,0,0,1,0,0,0,0,0,1,0,0,0
929380,www.kinthia.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20455,www.dalit.co.il,0,1,1,0,0,0,0,0,0,0,0,0,0,0
33089,northprofile.rs,0,1,0,0,0,1,0,0,0,0,0,1,0,0
901824,www.chassignol-charles.fr,0,1,0,0,0,1,0,0,0,0,0,0,0,0
877957,www.bulldogs.com.au,0,0,0,0,0,0,0,1,0,0,0,0,0,1
697552,www.castawaycritters.org,0,0,0,0,0,1,0,0,1,0,0,0,1,0
475369,britishyouthmusictheatre.org,1,0,0,0,0,0,1,0,0,0,0,0,0,0
796117,www.mistflowerstudio.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276829,www.nichigai.co.jp,0,1,0,0,0,0,0,0,0,1,0,0,0,0
672932,www.fishamerica.org,0,0,0,0,0,1,0,0,1,0,1,0,0,0
150952,www.bierens.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0
698502,www.huntersspringers.com,0,0,0,0,0,1,0,0,1,0,0,1,0,1
607225,www.hallnet.co.uk,0,0,0,0,0,1,0,0,0,0,0,0,0,0
523496,www.ecaudiovideo.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0
636621,www.gamebanshee.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208567,www.hsj.com.mx,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313919,www.twobox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80531,www.halvarsson.se,0,1,0,0,0,0,0,0,0,0,0,0,0,0
